county_fips,state_fips,never,rarely,sometimes,frequently,always
45027,45000,8.3%,14.7%,12.8%,15.7%,48.6%
45029,45000,8.8%,7.7%,9.4%,10.0%,64.1%
45031,45000,15.3%,8.3%,11.4%,10.3%,54.8%
45033,45000,15.6%,5.6%,18.8%,17.0%,43.0%
45035,45000,7.1%,7.1%,12.3%,16.0%,57.6%
45037,45000,9.9%,8.4%,8.3%,16.5%,56.9%
45039,45000,4.6%,3.2%,4.6%,31.0%,56.6%
45041,45000,11.4%,8.0%,13.3%,10.9%,56.4%
45043,45000,4.0%,1.4%,7.9%,19.1%,67.5%
45045,45000,4.9%,7.9%,15.3%,20.6%,51.3%
45047,45000,7.4%,8.7%,22.6%,15.1%,46.3%
45049,45000,13.0%,15.6%,2.5%,14.8%,54.2%
45051,45000,8.6%,5.2%,8.1%,19.0%,59.1%
45053,45000,12.9%,5.5%,5.6%,20.1%,55.9%
45055,45000,6.2%,1.9%,11.4%,18.9%,61.6%
45057,45000,6.7%,6.8%,4.8%,22.4%,59.4%
45059,45000,9.0%,10.2%,16.4%,21.4%,43.0%
45061,45000,12.3%,6.0%,15.4%,15.7%,50.6%
45063,45000,4.4%,3.8%,12.9%,21.4%,57.6%
45065,45000,7.2%,11.5%,10.6%,20.2%,50.5%
45067,45000,28.0%,3.6%,18.2%,12.7%,37.6%
45069,45000,15.5%,2.7%,15.3%,14.9%,51.5%
45071,45000,7.8%,12.8%,6.2%,20.2%,52.9%
45073,45000,14.2%,6.1%,10.3%,22.1%,47.2%
45075,45000,13.5%,5.6%,11.1%,16.9%,52.9%
45077,45000,6.6%,5.9%,14.6%,23.6%,49.3%
45079,45000,3.0%,1.6%,9.9%,23.5%,62.0%
45081,45000,5.3%,9.5%,11.7%,20.6%,52.9%
45083,45000,6.0%,9.1%,12.6%,22.7%,49.6%
45085,45000,12.8%,5.4%,15.4%,18.2%,48.3%
45087,45000,14.0%,2.0%,7.4%,30.5%,46.2%
45089,45000,3.4%,5.7%,12.0%,15.8%,63.1%
45091,45000,5.7%,7.4%,6.2%,20.4%,60.2%
46003,46000,23.9%,7.3%,23.6%,15.0%,30.2%
46005,46000,23.4%,10.4%,14.7%,17.3%,34.2%
46007,46000,14.7%,5.2%,11.7%,32.7%,35.6%
46009,46000,10.8%,20.5%,19.8%,19.3%,29.5%
46011,46000,4.0%,12.4%,26.3%,22.9%,34.5%
46013,46000,25.6%,9.8%,14.2%,16.6%,33.8%
46015,46000,16.3%,7.5%,16.8%,26.4%,33.0%
46017,46000,16.1%,5.9%,15.7%,25.3%,37.1%
46019,46000,12.0%,8.5%,15.3%,20.4%,43.8%
46021,46000,15.5%,16.7%,12.2%,27.7%,27.8%
46023,46000,11.7%,14.9%,25.4%,19.2%,28.8%
46025,46000,21.1%,14.7%,17.2%,12.5%,34.5%
46027,46000,9.1%,17.8%,11.6%,24.3%,37.3%
46029,46000,18.5%,14.4%,25.0%,11.7%,30.5%
46031,46000,14.4%,19.0%,13.4%,28.5%,24.7%
46033,46000,13.2%,8.8%,15.6%,22.9%,39.6%
46035,46000,24.9%,7.4%,30.3%,10.7%,26.7%
46037,46000,25.6%,14.0%,17.5%,11.8%,31.1%
46039,46000,13.6%,11.1%,27.5%,16.9%,30.9%
46041,46000,6.9%,5.7%,14.1%,23.7%,49.7%
46043,46000,18.9%,10.8%,26.9%,14.6%,28.9%
46045,46000,21.7%,8.8%,15.0%,19.7%,34.8%
46047,46000,14.1%,9.3%,15.2%,25.0%,36.4%
46049,46000,20.5%,7.9%,14.6%,19.8%,37.2%
46051,46000,25.9%,12.9%,23.2%,12.0%,26.0%
46053,46000,11.3%,11.8%,20.6%,26.4%,29.9%
46055,46000,11.7%,5.1%,15.1%,24.1%,44.0%
46057,46000,11.9%,14.3%,25.6%,13.7%,34.5%
46059,46000,18.2%,7.1%,14.7%,22.5%,37.6%
46061,46000,18.5%,10.7%,26.9%,14.8%,29.0%
46063,46000,10.5%,6.8%,14.5%,23.5%,44.6%
46065,46000,9.1%,2.7%,10.9%,25.1%,52.3%
46067,46000,12.9%,16.3%,19.9%,18.8%,32.1%
46069,46000,14.2%,5.3%,14.2%,23.4%,43.0%
46071,46000,12.9%,5.2%,13.6%,28.1%,40.1%
46073,46000,23.3%,7.3%,18.5%,18.4%,32.6%
46075,46000,11.5%,3.0%,10.1%,29.3%,46.2%
46077,46000,12.8%,13.0%,21.7%,18.4%,34.1%
46079,46000,11.0%,14.4%,18.3%,23.7%,32.6%
46081,46000,12.4%,8.9%,15.4%,20.5%,42.8%
46083,46000,7.8%,18.1%,10.6%,25.0%,38.5%
46085,46000,13.0%,4.6%,11.9%,28.7%,41.9%
46087,46000,11.3%,15.4%,14.4%,23.8%,35.0%
46089,46000,20.4%,9.1%,16.1%,22.0%,32.3%
46091,46000,19.6%,14.6%,18.3%,16.1%,31.3%
46093,46000,12.3%,7.8%,16.1%,21.4%,42.5%
46095,46000,13.6%,2.8%,9.1%,34.0%,40.5%
46097,46000,16.0%,12.3%,21.6%,21.8%,28.4%
46099,46000,8.7%,18.7%,10.6%,25.1%,36.9%
46101,46000,7.8%,18.3%,16.5%,24.5%,32.9%
46102,46000,15.0%,7.5%,13.9%,28.1%,35.5%
46103,46000,12.7%,7.8%,15.9%,22.2%,41.4%
46105,46000,13.2%,8.1%,18.5%,24.3%,36.0%
46107,46000,13.1%,6.7%,14.7%,22.5%,43.1%
46109,46000,24.1%,17.5%,16.4%,9.4%,32.6%
46111,46000,25.2%,9.5%,22.2%,15.5%,27.6%
46115,46000,23.2%,10.3%,13.2%,17.3%,36.0%
46117,46000,8.0%,2.4%,10.4%,24.5%,54.6%
46119,46000,8.4%,3.1%,12.8%,22.8%,52.8%
46121,46000,14.7%,3.1%,9.7%,36.8%,35.7%
46123,46000,14.2%,6.6%,13.8%,31.1%,34.3%
46125,46000,8.4%,17.6%,11.5%,25.1%,37.5%
46127,46000,8.2%,17.7%,12.0%,20.4%,41.8%
46129,46000,14.0%,14.4%,13.2%,26.5%,31.8%
46135,46000,10.9%,20.5%,16.7%,26.0%,25.9%
46137,46000,10.5%,5.3%,17.2%,23.5%,43.4%
47001,47000,8.8%,10.5%,11.2%,21.5%,48.0%
47003,47000,16.4%,9.3%,24.6%,24.8%,24.9%
47005,47000,16.9%,10.9%,20.6%,21.0%,30.6%
47007,47000,8.2%,12.2%,13.1%,25.1%,41.5%
47009,47000,6.9%,8.9%,9.7%,18.3%,56.2%
47011,47000,12.1%,9.8%,12.6%,28.2%,37.3%
47013,47000,5.9%,7.5%,20.4%,10.9%,55.4%
47015,47000,20.9%,8.9%,23.8%,18.2%,28.2%
47017,47000,17.9%,8.8%,16.3%,23.4%,33.7%
47019,47000,11.5%,3.1%,15.1%,21.5%,48.7%
47021,47000,1.8%,6.7%,15.5%,28.0%,48.0%
47023,47000,10.8%,6.8%,12.2%,36.2%,34.0%
47025,47000,16.3%,11.4%,9.1%,23.6%,39.7%
47027,47000,9.9%,10.5%,26.4%,12.6%,40.6%
47029,47000,19.7%,11.8%,8.2%,17.1%,43.1%
47031,47000,16.5%,9.0%,17.4%,20.8%,36.3%
47033,47000,14.0%,7.8%,12.3%,22.6%,43.2%
47035,47000,9.6%,9.3%,20.1%,21.4%,39.5%
47037,47000,2.0%,3.7%,8.6%,18.1%,67.7%
47039,47000,17.5%,17.1%,16.8%,16.8%,31.8%
47041,47000,15.7%,15.2%,23.1%,13.2%,32.8%
47043,47000,5.4%,7.6%,7.9%,33.6%,45.5%
47045,47000,17.5%,17.0%,12.0%,20.4%,33.1%
47047,47000,2.2%,0.1%,8.9%,20.5%,68.2%
47049,47000,12.3%,12.2%,15.7%,16.2%,43.7%
47051,47000,16.6%,9.2%,13.0%,20.1%,41.1%
47053,47000,18.2%,8.6%,11.1%,26.0%,36.1%
47055,47000,6.1%,6.8%,19.2%,23.7%,44.1%
47057,47000,12.6%,13.4%,12.9%,22.1%,39.0%
47059,47000,12.5%,17.8%,3.3%,25.4%,41.0%
47061,47000,14.2%,16.5%,15.1%,21.2%,33.0%
47063,47000,15.7%,11.3%,12.1%,18.9%,42.0%
47065,47000,11.6%,11.6%,12.9%,22.9%,41.1%
47067,47000,14.8%,24.3%,5.9%,14.0%,41.0%
47069,47000,3.5%,5.6%,21.5%,26.1%,43.4%
47071,47000,14.2%,14.0%,10.7%,24.1%,37.1%
47073,47000,11.8%,14.6%,13.2%,19.6%,40.7%
47075,47000,8.6%,2.6%,16.9%,15.5%,56.5%
47077,47000,12.7%,10.7%,15.6%,28.2%,32.7%
47079,47000,9.2%,9.0%,26.4%,20.7%,34.7%
47081,47000,6.3%,5.7%,8.2%,21.7%,58.1%
47083,47000,10.8%,4.9%,11.6%,33.7%,39.0%
47085,47000,12.1%,9.5%,15.6%,26.7%,36.0%
47087,47000,13.8%,12.8%,24.9%,9.3%,39.2%
47089,47000,15.1%,9.2%,14.9%,17.6%,43.1%
47091,47000,10.7%,7.9%,14.1%,26.1%,41.2%
47093,47000,3.6%,3.2%,14.4%,20.9%,57.9%
47095,47000,13.3%,14.3%,16.6%,20.1%,35.7%
47097,47000,6.4%,9.4%,19.1%,14.2%,50.8%
47099,47000,7.4%,12.9%,15.6%,19.2%,45.0%
47101,47000,9.8%,8.4%,19.8%,23.6%,38.5%
47103,47000,12.6%,18.7%,10.6%,21.4%,36.7%
47105,47000,4.1%,6.0%,10.7%,21.9%,57.3%
47107,47000,7.7%,8.7%,15.5%,29.8%,38.4%
47109,47000,10.7%,10.5%,11.5%,27.4%,40.0%
47111,47000,14.6%,8.5%,21.5%,8.3%,47.0%
47113,47000,10.0%,5.6%,12.9%,33.4%,38.1%
47115,47000,11.5%,12.2%,13.5%,24.7%,38.1%
47117,47000,21.9%,12.9%,13.9%,16.4%,34.9%
47119,47000,11.9%,7.0%,19.0%,15.6%,46.6%
47121,47000,8.0%,11.8%,13.6%,21.4%,45.3%
47123,47000,7.0%,13.8%,16.5%,22.9%,39.7%
47125,47000,8.3%,6.3%,20.3%,22.8%,42.3%
47127,47000,17.3%,10.1%,17.6%,23.5%,31.6%
47129,47000,8.0%,11.3%,7.7%,31.8%,41.3%
47131,47000,11.7%,12.5%,18.7%,24.6%,32.5%
47133,47000,12.0%,13.1%,22.8%,12.8%,39.3%
47135,47000,18.0%,14.8%,13.7%,15.9%,37.6%
47137,47000,10.5%,12.8%,21.9%,13.3%,41.6%
47139,47000,8.9%,6.9%,15.0%,24.0%,45.2%
47141,47000,16.0%,16.4%,20.7%,9.9%,36.9%
47143,47000,9.6%,15.4%,11.3%,15.4%,48.3%
47145,47000,7.4%,14.2%,10.5%,27.4%,40.5%
47147,47000,18.7%,6.9%,8.1%,15.9%,50.4%
47149,47000,8.1%,7.3%,12.1%,21.5%,51.0%
47151,47000,12.1%,14.4%,15.4%,21.9%,36.2%
47153,47000,10.8%,8.7%,17.7%,28.9%,33.9%
47155,47000,3.9%,7.2%,15.0%,18.3%,55.6%
47157,47000,3.4%,2.5%,10.5%,18.4%,65.3%
47159,47000,8.8%,9.1%,20.2%,11.3%,50.7%
47161,47000,7.1%,4.5%,15.0%,21.4%,52.1%
47163,47000,9.6%,9.1%,14.3%,18.7%,48.3%
47165,47000,10.4%,6.9%,14.0%,19.6%,49.0%
47167,47000,8.1%,2.5%,22.3%,13.8%,53.3%
47169,47000,11.2%,6.3%,24.1%,13.3%,45.2%
47171,47000,4.9%,4.1%,10.8%,30.6%,49.7%
47173,47000,8.6%,14.5%,16.7%,18.1%,42.1%
47175,47000,14.5%,14.7%,14.7%,23.9%,32.3%
47177,47000,14.0%,10.7%,18.9%,21.2%,35.2%
47179,47000,6.1%,7.4%,16.6%,21.8%,48.0%
47181,47000,8.9%,21.5%,13.6%,14.7%,41.4%
47183,47000,9.3%,13.5%,22.8%,25.1%,29.2%
47185,47000,18.5%,20.5%,16.2%,11.5%,33.3%
47187,47000,1.9%,7.3%,9.1%,21.2%,60.4%
47189,47000,10.5%,3.5%,9.9%,19.2%,56.8%
48001,48000,17.2%,10.4%,9.5%,8.8%,54.1%
48003,48000,9.0%,4.4%,6.7%,20.2%,59.7%
48005,48000,12.1%,6.4%,7.9%,20.0%,53.6%
48007,48000,0.6%,0.5%,17.0%,7.4%,74.6%
48009,48000,8.1%,5.3%,9.9%,9.1%,67.6%
48011,48000,8.0%,6.6%,11.6%,25.0%,48.8%
48013,48000,0.1%,1.0%,3.2%,15.6%,80.2%
48015,48000,0.6%,2.4%,5.4%,22.4%,69.2%
48017,48000,1.8%,10.6%,6.0%,21.7%,59.8%
48019,48000,7.3%,1.8%,7.0%,9.0%,74.9%
48021,48000,0.7%,2.0%,8.4%,16.1%,72.9%
48023,48000,6.6%,7.5%,13.4%,10.4%,62.0%
48025,48000,0.1%,0.3%,5.2%,19.0%,75.3%
48027,48000,1.0%,3.5%,7.8%,20.5%,67.2%
48029,48000,1.5%,1.6%,5.7%,9.0%,82.2%
48031,48000,0.5%,1.9%,11.5%,7.4%,78.8%
48033,48000,3.9%,11.5%,12.5%,10.7%,61.4%
48035,48000,3.1%,15.4%,10.2%,24.8%,46.5%
48037,48000,5.8%,13.4%,11.4%,22.1%,47.3%
48039,48000,2.1%,4.2%,7.5%,17.0%,69.1%
48041,48000,1.2%,3.8%,6.7%,34.7%,53.7%
48043,48000,1.1%,1.2%,7.7%,17.2%,72.8%
48045,48000,10.5%,7.7%,11.3%,18.7%,51.8%
48047,48000,6.1%,0.4%,16.6%,9.0%,67.8%
48049,48000,8.5%,7.7%,6.6%,23.9%,53.4%
48051,48000,2.0%,7.2%,7.1%,28.1%,55.5%
48053,48000,3.1%,3.9%,5.5%,19.4%,68.2%
48055,48000,0.1%,0.1%,6.3%,18.5%,75.1%
48057,48000,1.9%,2.8%,17.9%,7.1%,70.3%
48059,48000,4.9%,6.0%,11.9%,20.5%,56.7%
48061,48000,3.5%,6.1%,3.4%,5.6%,81.3%
48063,48000,1.7%,6.4%,21.3%,23.5%,47.1%
48065,48000,9.9%,6.4%,12.4%,25.2%,46.2%
48067,48000,3.4%,14.5%,17.0%,20.9%,44.1%
48069,48000,5.7%,5.1%,4.3%,29.6%,55.3%
48071,48000,2.7%,9.4%,7.8%,20.1%,60.0%
48073,48000,12.3%,6.3%,14.8%,19.2%,47.5%
48075,48000,14.7%,12.4%,18.9%,20.6%,33.4%
48077,48000,6.6%,4.9%,10.5%,8.7%,69.3%
48079,48000,2.9%,7.8%,6.8%,22.9%,59.5%
48081,48000,3.9%,5.6%,9.3%,24.1%,57.2%
48083,48000,5.3%,4.8%,8.4%,25.9%,55.6%
48085,48000,2.1%,2.6%,5.4%,18.1%,71.9%
48087,48000,23.9%,14.2%,17.6%,16.0%,28.4%
48089,48000,0.4%,4.4%,7.8%,22.8%,64.5%
48091,48000,0.7%,4.4%,6.3%,14.6%,74.0%
48093,48000,4.5%,7.5%,5.9%,20.0%,62.1%
48095,48000,1.2%,2.9%,7.2%,27.9%,60.7%
48097,48000,11.8%,2.6%,5.6%,20.7%,59.4%
48099,48000,1.5%,2.7%,14.2%,19.4%,62.2%
48101,48000,10.7%,10.6%,18.8%,17.6%,42.3%
48103,48000,8.0%,5.6%,9.6%,19.9%,57.0%
48105,48000,2.6%,7.1%,7.2%,22.5%,60.6%
48107,48000,3.1%,7.1%,5.8%,22.7%,61.3%
48109,48000,12.5%,0.6%,3.9%,17.6%,65.4%
48111,48000,11.9%,7.4%,12.3%,28.9%,39.6%
48113,48000,2.4%,1.9%,5.9%,14.1%,75.7%
48115,48000,3.0%,2.3%,7.4%,11.5%,75.9%
48117,48000,6.3%,6.3%,9.5%,28.4%,49.4%
48119,48000,4.0%,7.4%,9.4%,28.5%,50.7%
48121,48000,1.6%,2.5%,4.6%,20.4%,70.9%
48123,48000,0.3%,1.9%,9.1%,6.1%,82.7%
48125,48000,3.2%,7.1%,11.1%,25.4%,53.2%
48127,48000,2.1%,5.9%,9.7%,13.3%,69.0%
48129,48000,13.9%,6.5%,14.7%,21.0%,43.9%
48131,48000,12.2%,0.3%,13.2%,5.3%,69.1%
48133,48000,5.5%,8.9%,10.4%,19.5%,55.7%
48135,48000,8.5%,4.7%,7.6%,20.4%,58.8%
48137,48000,1.6%,4.7%,14.5%,10.1%,69.1%
48139,48000,2.7%,1.7%,4.4%,19.0%,72.2%
48141,48000,0.7%,0.7%,3.3%,7.5%,87.7%
48143,48000,1.7%,9.6%,7.5%,20.2%,60.9%
48145,48000,0.9%,2.9%,6.1%,18.7%,71.5%
48147,48000,11.7%,12.6%,13.1%,22.6%,40.0%
48149,48000,0.6%,5.0%,25.9%,14.2%,54.3%
48151,48000,9.7%,9.7%,10.9%,18.6%,51.0%
48153,48000,4.9%,6.3%,4.3%,21.6%,62.9%
48155,48000,4.5%,10.1%,23.0%,14.7%,47.7%
48157,48000,2.4%,3.0%,5.7%,11.5%,77.4%
48159,48000,1.3%,5.5%,13.1%,32.7%,47.4%
48161,48000,2.5%,12.1%,8.5%,13.7%,63.2%
48163,48000,13.6%,0.7%,3.8%,10.8%,71.0%
48165,48000,12.1%,3.4%,3.3%,17.6%,63.6%
48167,48000,3.3%,3.7%,10.5%,20.7%,61.7%
48169,48000,3.4%,7.9%,6.7%,20.7%,61.2%
48171,48000,9.5%,9.1%,10.7%,11.4%,59.2%
48173,48000,6.9%,5.4%,5.8%,23.4%,58.6%
48175,48000,0.1%,2.5%,16.0%,7.7%,73.7%
48177,48000,0.1%,0.1%,9.1%,7.8%,82.8%
48179,48000,13.9%,6.9%,13.4%,22.2%,43.6%
48181,48000,6.4%,6.3%,9.5%,24.7%,53.0%
48183,48000,5.3%,6.4%,7.4%,18.6%,62.3%
48185,48000,2.5%,4.7%,4.0%,34.8%,54.0%
48187,48000,2.7%,2.2%,3.2%,12.5%,79.4%
48189,48000,6.6%,5.8%,2.8%,23.9%,60.9%
48191,48000,17.9%,6.5%,19.0%,15.7%,41.0%
48193,48000,1.9%,8.5%,13.7%,26.7%,49.3%
48195,48000,13.6%,7.6%,12.6%,23.4%,42.8%
48197,48000,4.2%,11.6%,23.7%,22.3%,38.1%
48199,48000,2.1%,5.4%,10.2%,18.7%,63.6%
48201,48000,1.9%,2.4%,6.9%,15.2%,73.6%
48203,48000,8.6%,3.7%,8.8%,19.0%,59.9%
48205,48000,10.0%,7.0%,11.6%,28.0%,43.4%
48207,48000,8.7%,12.8%,13.7%,20.9%,43.9%
48209,48000,0.0%,0.7%,2.2%,11.5%,85.5%
48211,48000,18.9%,12.5%,13.9%,13.8%,40.9%
48213,48000,4.3%,7.2%,12.7%,19.7%,56.0%
48215,48000,5.5%,0.3%,3.3%,8.4%,82.6%
48217,48000,4.7%,8.3%,2.9%,24.2%,59.9%
48219,48000,3.1%,7.2%,6.0%,23.7%,60.0%
48221,48000,0.9%,12.2%,13.5%,12.4%,61.0%
48223,48000,5.4%,2.6%,6.2%,36.9%,48.8%
48225,48000,18.2%,9.0%,10.4%,15.0%,47.4%
48227,48000,6.3%,6.3%,6.1%,21.8%,59.6%
48229,48000,1.3%,0.3%,7.6%,2.9%,88.0%
48231,48000,6.9%,7.2%,8.2%,28.5%,49.2%
48233,48000,11.2%,6.4%,12.8%,24.9%,44.7%
48235,48000,0.9%,4.7%,5.8%,27.6%,61.0%
48237,48000,0.9%,1.8%,1.2%,37.0%,59.2%
48239,48000,2.0%,6.2%,14.6%,7.5%,69.6%
48241,48000,4.0%,5.5%,6.8%,12.5%,71.2%
48243,48000,0.9%,0.5%,3.8%,18.6%,76.3%
48245,48000,3.6%,7.5%,11.0%,17.1%,60.8%
48247,48000,7.1%,0.3%,7.9%,9.9%,74.8%
48249,48000,5.7%,0.7%,13.7%,5.1%,74.8%
48251,48000,2.4%,7.9%,5.6%,19.9%,64.2%
48253,48000,6.4%,7.9%,12.1%,19.3%,54.3%
48255,48000,0.0%,0.1%,10.4%,14.5%,75.0%
48257,48000,6.3%,5.8%,4.1%,15.5%,68.2%
48259,48000,0.2%,5.9%,7.6%,15.8%,70.5%
48261,48000,4.0%,1.0%,8.0%,9.8%,77.2%
48263,48000,6.9%,16.8%,17.2%,16.7%,42.4%
48265,48000,5.9%,14.9%,16.7%,15.4%,47.2%
48267,48000,3.6%,12.6%,16.5%,20.7%,46.6%
48269,48000,6.5%,10.8%,17.7%,25.4%,39.7%
48271,48000,0.4%,5.9%,12.1%,8.4%,73.3%
48273,48000,6.3%,1.5%,7.5%,12.1%,72.6%
48275,48000,6.3%,10.5%,18.4%,14.5%,50.2%
48277,48000,5.4%,9.5%,13.5%,23.8%,47.8%
48279,48000,3.8%,6.5%,4.6%,25.5%,59.7%
48281,48000,2.4%,1.9%,7.7%,23.3%,64.8%
48283,48000,15.2%,0.2%,8.3%,9.7%,66.7%
48285,48000,0.8%,2.9%,11.4%,11.4%,73.6%
48287,48000,3.5%,12.2%,14.8%,14.2%,55.3%
48289,48000,8.9%,7.8%,11.1%,19.2%,53.1%
48291,48000,1.9%,3.4%,11.4%,18.2%,65.0%
48293,48000,0.5%,8.6%,6.1%,8.7%,76.2%
48295,48000,14.7%,14.3%,9.9%,19.5%,41.5%
48297,48000,0.5%,0.3%,8.1%,18.9%,72.2%
48299,48000,8.0%,3.6%,5.6%,21.4%,61.5%
48301,48000,10.9%,4.7%,8.1%,22.1%,54.3%
48303,48000,3.1%,7.2%,5.6%,23.2%,61.0%
48305,48000,3.2%,6.8%,5.4%,22.2%,62.4%
48307,48000,3.1%,5.3%,9.0%,34.0%,48.6%
48309,48000,2.2%,4.9%,4.6%,16.1%,72.1%
48311,48000,4.3%,0.2%,21.0%,20.3%,54.2%
48313,48000,6.5%,3.2%,9.7%,33.7%,46.9%
48315,48000,7.6%,6.7%,11.8%,21.1%,52.8%
48317,48000,7.5%,4.3%,5.6%,23.5%,59.1%
48319,48000,4.3%,9.1%,16.3%,24.7%,45.6%
48321,48000,0.4%,5.1%,11.3%,16.1%,67.0%
48323,48000,0.5%,9.1%,12.9%,13.0%,64.5%
48325,48000,0.6%,1.7%,7.0%,15.5%,75.3%
48327,48000,1.3%,4.8%,8.8%,28.9%,56.2%
48329,48000,8.3%,4.4%,6.6%,21.9%,58.8%
48331,48000,0.6%,1.9%,7.0%,22.8%,67.9%
48333,48000,4.1%,11.7%,6.2%,26.1%,51.8%
48335,48000,16.8%,13.1%,8.7%,12.6%,48.9%
48337,48000,4.1%,8.0%,12.9%,22.0%,52.9%
48339,48000,3.1%,7.3%,6.1%,14.5%,69.0%
48341,48000,10.1%,6.4%,12.3%,27.0%,44.1%
48343,48000,3.8%,11.6%,21.0%,17.6%,46.0%
48345,48000,6.7%,5.3%,8.4%,20.6%,59.1%
48347,48000,9.4%,6.0%,9.7%,22.1%,52.8%
48349,48000,0.6%,2.4%,11.4%,21.7%,63.9%
48351,48000,5.7%,4.9%,11.0%,15.2%,63.1%
48353,48000,9.0%,7.2%,10.8%,18.7%,54.4%
48355,48000,2.4%,3.4%,2.8%,7.9%,83.5%
48357,48000,15.0%,10.4%,10.5%,20.1%,43.9%
48359,48000,8.4%,6.5%,10.9%,27.8%,46.4%
48361,48000,5.1%,7.0%,10.5%,15.7%,61.8%
48363,48000,2.7%,2.3%,2.9%,18.1%,74.0%
48365,48000,2.7%,3.3%,21.1%,28.1%,44.8%
48367,48000,2.0%,4.8%,5.5%,20.6%,67.1%
48369,48000,3.3%,8.1%,8.9%,27.7%,52.1%
48371,48000,5.0%,5.1%,15.0%,19.7%,55.1%
48373,48000,1.6%,9.9%,5.2%,14.4%,68.9%
48375,48000,6.7%,6.3%,11.3%,27.2%,48.5%
48377,48000,0.3%,0.3%,3.2%,17.4%,78.9%
48379,48000,14.3%,6.2%,3.8%,24.5%,51.2%
48381,48000,6.3%,6.3%,10.9%,27.4%,49.1%
48383,48000,5.8%,6.1%,6.4%,23.7%,58.0%
48385,48000,3.0%,6.5%,16.4%,18.7%,55.4%
48387,48000,5.9%,13.6%,9.8%,25.4%,45.2%
48389,48000,7.0%,4.0%,8.6%,20.4%,60.0%
48391,48000,0.2%,1.1%,23.5%,7.3%,67.8%
48393,48000,16.0%,7.4%,13.3%,20.5%,42.7%
48395,48000,1.4%,4.1%,5.5%,33.4%,55.5%
48397,48000,3.3%,4.1%,10.1%,18.0%,64.5%
48399,48000,3.3%,3.9%,10.4%,22.8%,59.6%
48401,48000,3.8%,4.0%,10.1%,33.1%,49.1%
48403,48000,10.5%,4.6%,10.3%,15.0%,59.6%
48405,48000,9.6%,3.3%,7.0%,22.2%,58.0%
48407,48000,0.9%,6.4%,8.2%,11.2%,73.3%
48409,48000,1.5%,2.0%,5.3%,7.4%,83.8%
48411,48000,2.6%,10.1%,9.9%,25.5%,51.9%
48413,48000,0.2%,2.9%,5.4%,27.1%,64.4%
48415,48000,14.3%,17.7%,12.7%,9.0%,46.3%
48417,48000,6.1%,9.9%,14.0%,18.3%,51.8%
48419,48000,2.5%,3.5%,11.7%,36.9%,45.3%
48421,48000,12.5%,7.3%,12.9%,26.7%,40.6%
48423,48000,10.8%,9.1%,10.4%,16.8%,52.9%
48425,48000,2.7%,16.1%,13.3%,20.1%,47.7%
48427,48000,3.9%,0.8%,2.3%,10.0%,83.1%
48429,48000,5.8%,14.9%,22.1%,12.7%,44.5%
48431,48000,3.2%,7.7%,6.7%,25.2%,57.2%
48433,48000,8.4%,12.2%,12.0%,22.4%,44.9%
48435,48000,0.9%,4.2%,8.0%,20.9%,65.9%
48437,48000,8.4%,7.5%,5.3%,25.5%,53.2%
48439,48000,2.3%,3.4%,7.7%,14.4%,72.2%
48441,48000,5.4%,5.9%,12.0%,19.1%,57.5%
48443,48000,2.1%,6.1%,16.7%,15.4%,59.7%
48445,48000,3.4%,6.6%,6.1%,22.6%,61.3%
48447,48000,7.3%,13.5%,17.2%,11.8%,50.1%
48449,48000,1.9%,11.7%,19.1%,26.4%,40.9%
48451,48000,0.7%,3.8%,7.1%,27.1%,61.3%
48453,48000,1.5%,0.8%,2.4%,15.8%,79.5%
48455,48000,5.2%,7.7%,6.5%,18.1%,62.5%
48457,48000,2.1%,6.6%,5.4%,15.5%,70.3%
48459,48000,5.1%,7.6%,10.4%,17.9%,59.0%
48461,48000,7.7%,5.8%,8.8%,21.0%,56.7%
48463,48000,1.4%,2.2%,13.6%,8.1%,74.7%
48465,48000,0.3%,5.0%,9.0%,7.2%,78.4%
48467,48000,13.8%,14.3%,15.1%,16.1%,40.7%
48469,48000,0.8%,3.9%,13.8%,5.8%,75.7%
48471,48000,2.9%,5.8%,7.9%,17.9%,65.5%
48473,48000,1.6%,6.0%,7.0%,23.6%,61.8%
48475,48000,8.0%,5.2%,9.4%,19.7%,57.7%
48477,48000,2.0%,3.1%,8.7%,32.8%,53.4%
48479,48000,3.3%,0.0%,6.4%,13.6%,76.7%
48481,48000,1.1%,7.2%,7.6%,21.6%,62.5%
48483,48000,23.0%,13.9%,15.8%,12.6%,34.6%
48485,48000,7.3%,4.6%,9.6%,9.2%,69.2%
48487,48000,4.6%,8.1%,17.1%,16.8%,53.5%
48489,48000,3.4%,1.5%,6.7%,6.4%,82.0%
48491,48000,1.6%,3.3%,6.5%,17.7%,70.8%
48493,48000,0.0%,0.3%,7.2%,20.8%,71.6%
48495,48000,8.7%,5.0%,8.6%,19.6%,58.1%
48497,48000,0.8%,12.7%,4.6%,17.0%,64.9%
48499,48000,4.6%,7.3%,7.1%,28.3%,52.6%
48501,48000,8.4%,3.5%,6.5%,25.4%,56.1%
48503,48000,6.2%,6.3%,8.6%,14.4%,64.5%
48505,48000,4.7%,0.1%,3.5%,13.8%,77.9%
48507,48000,3.6%,7.5%,11.5%,13.8%,63.5%
49001,49000,9.9%,2.6%,27.1%,28.3%,32.0%
49003,49000,8.4%,11.6%,11.1%,27.0%,41.9%
